Name,Ticker,"Sub-Sector","Market Cap","Total revenue (Q)","PBT (Q)","PBIT (Q)","Operating and Other Expenses (Q)","Net Income (Q)","EPS (Q)","EBITDA (Q)","Total Revenue","Taxes & Other Items","Selling & Administrative Expenses","Raw Materials","Payout Ratio","Power & Fuel Cost","PBT","PBIT","Operating & Other expenses","Net Income","Interest & Other Items","Earnings Per Share","Employee Cost","EBITDA","Dividend Per Share","Depreciation & Amortization"
Lorenzini Apparels Ltd,LAL,"Apparel & Accessories","186.0491086","10.44","0.7499999999999999","1.1099999999999999","8.52","0.5299999999999999","0.53","1.92","43.95","1.25",,,"0",,"3.769999999999999","5.039999999999999","36.02","2.519999999999999","1.27","2.48",,"7.93","0","2.89"
Panasonic Energy India Co Ltd,PANAENERG,"Batteries","185.6625","62.91","-7.699999999999999","-7.68","69.66","-5.85","-7.79","-6.75","257","-3.49","31.16","170.83","0","3.35","-14.11999999999999","-13.84999999999999","9.779999999999982","-10.62999999999999","0.27","-14.17333333333332","52.56","-10.67999999999999","0","3.17"
Jasch Industries Ltd,JASCH,"Textiles","185.5854","55.39","8.96","9.260000000000002","45.33","6.5600000000000005","5.8","10.060000000000002","236.95","7.02",,,"0",,"26.96999999999998","27.929999999999982","205.9","19.94999999999998","0.96","17.6",,"31.049999999999983","0","3.12"
Dangee Dums Ltd,DANGEE,"FMCG - Foods","185.539875","6.25","-0.6799999999999997","0.060000000000000275","4.76","-0.6499999999999997","-0.04","1.4900000000000002","26.65","0.01",,,"0",,"-0.620000000000001","2.119999999999999","19.29","-0.630000000000001","2.74","-0.04",,"7.359999999999999","0","5.24"
Hindustan Organic Chemicals Ltd,HOCL,"Commodity Chemicals","185.0618905","192.76","-5.650000000000009","11.45999999999999","181","-4.200000000000009","-0.84","11.759999999999991","644.45","-2.23",,,"0",,"-55.34","11.569999999999991","631.69","-53.11000000000001","66.91","-8.24",,"12.759999999999991","0","1.19"
Avonmore Capital & Management Services Ltd,AVONMORE,"Investment Banking & Brokerage","184.7239702","31.64","5.060000000000001","5.060000000000001","25.97","2.7500000000000013","1.16","5.670000000000002","229.13","38.26",,,"0",,"153.72","153.72","73.15","115.46000000000001",,"48.85",,"155.98","0","2.26"
Tyche Industries Ltd,TYCHE,"Pharmaceuticals","183.7825","26.23","5.620000000000001","5.620000000000001","20.13","4.100000000000001","3.91","6.100000000000001","80.21","4.91",,,"0.14556040756914118",,"19.089999999999993","19.089999999999993","59.35","14.179999999999993","0","13.74",,"20.859999999999992","2","1.77"
Nippon India ETF Nifty SDL-2026 Maturity,SDL26BEES,"Debt","183.7082079",,,,,,,,,,,,,,,,,,,,,,,
Palred Technologies Ltd,PALREDTEC,"IT Services & Consulting","183.61081566","32.42","-1.4599999999999989","0.050000000000001155","31.89","-0.9999999999999989","-0.82","0.5300000000000011","150.69","-0.41",,,"0",,"-0.4500000000000077","3.979999999999992","145.65","-0.04000000000000775","4.43","-0.03",,"5.039999999999992","0","1.06"
Sadbhav Engineering Ltd,SADBHAV,"Construction & Engineering","183.580756","665.53","68.88","-9.690000000000005","641.4","-24.879999999999995","-1.45","24.129999999999995","2176.49","-124.57000000000001",,,"0",,"-713.3400000000004","-52.2800000000004","2097.8","-588.7700000000003","661.06","-34.32",,"78.6899999999996","0","130.97"
Praxis Home Retail Ltd,PRAXIS,"Home Furnishing","183.06007706","75.79","-12.569999999999999","-7.049999999999999","69.51","-12.569999999999999","-1.349876732813321","6.280000000000001","426.52","0",,,"0",,"-21.02000000000002","0.7399999999999807","389.75","-21.02000000000002","21.76","-2.255183284161177",,"36.76999999999998","0","36.03"
Lovable Lingerie Ltd,LOVABLE,"Apparel & Accessories","182.854","16.17","-4.219999999999997","-3.7799999999999967","19.15","-3.319999999999997","-2.25","-2.979999999999997","101.33","0.040000000000000036",,,"0",,"-0.020000000000007345","0.47999999999999265","98.9","-0.06000000000000738","0.5","-0.05",,"2.4299999999999926","0","1.95"
Zodiac Energy Ltd,ZODIAC,"Renewable Energy Equipment & Services","182.2594952","62.25","2.4399999999999977","3.559999999999998","58.49","1.6099999999999977","1.1","3.759999999999998","138.5","1.19",,,"0",,"4.390000000000004","7.570000000000004","130.16","3.200000000000004","3.18","2.18",,"8.340000000000003","0","0.77"
Newtime Infrastructure Ltd,NEWINFRA,"Real Estate","181.929528","0","-1.4","-0.53","0.53","-3.32","-0.19","-0.53","3.47","1.71",,,"0",,"-1.9799999999999998","1.7500000000000002","1.71","-3.6899999999999995","3.73","-0.22",,"1.7600000000000002","0","0.01"
Rajshree Polypack Ltd,RPPL,"Plastic Products","180.607975","65.71","3.279999999999993","5.399999999999993","56.46","2.5199999999999934","2.27","9.249999999999993","254.29","3.68",,,"0.05296610169491526",,"14.32999999999999","21.33999999999999","219.03","10.64999999999999","7.01","9.44",,"35.25999999999999","0.5","13.92"
Bhatia Communications & Retail (India) Ltd,BHATIA,"Retail - Speciality","180.469184","90.18","3.8500000000000054","4.420000000000005","85.53","2.8700000000000054","0.23","4.650000000000006","344.74","2.83",,,"0.07352941176470588",,"11.310000000000011","13.58000000000001","329.94","8.480000000000011","2.27","0.68",,"14.800000000000011","0.05","1.22"
Navkar Urbanstructure Ltd,NAVKAR,"Cement","179.984038","6.09","1.0500000000000003","1.0600000000000003","4.77","0.9200000000000003","0.21","1.3200000000000003","12.8","0.13",,,"0.06896551724137932",,"1.410000000000001","1.530000000000001","11.01","1.2800000000000011","0.12","0.29",,"1.790000000000001","0.02","0.26"
Aspinwall & Co Ltd,ASPINWALL,"Tea & Coffee","179.58607536","67.74","2.8499999999999956","3.1199999999999957","63.29","1.5099999999999958","1.93","4.449999999999996","315.23","7.140000000000001",,,"0.16433853738701726",,"35.69","37.26","273.35","28.549999999999997","1.57","36.51",,"41.879999999999995","6","4.62"
CG VAK Software and Exports Ltd,CGVAK,"Software Services","179.383104","20.04","3.5899999999999994","3.6799999999999993","15.92","2.619999999999999","5.19","4.119999999999999","77.37","4.16",,,"0.04240882103477524",,"16.080000000000002","16.580000000000002","59.13","11.920000000000002","0.5","23.58",,"18.240000000000002","1","1.66"
Aveer Foods Ltd,AVEER,,"179.29749652","24.11","1.1299999999999983","1.3099999999999983","22.44","1.1299999999999983","2.83","1.6699999999999982","97.64","0",,,"0",,"1.0299999999999985","2.1499999999999986","94.17","1.0299999999999985","1.12","2.54",,"3.469999999999999","0","1.32"
Apollo Finvest (India) Ltd,APOLLOFI,"Diversified Financials","179.13529608","7.48","2.920000000000001","2.920000000000001","4.4799999999999995","2.3200000000000007","6.23","3.000000000000001","46.15","4.45",,,"0",,"14.519999999999994","14.519999999999994","31.320000000000004","10.069999999999993",,"27.01",,"14.829999999999995","0","0.31"
Simplex Infrastructures Ltd,SIMPLEXINF,"Construction & Engineering","178.8570266","478.82","-235.20999999999998","-0.8899999999999899","459.52","-96.85999999999999","-16.95","19.30000000000001","1961.86","-353.66999999999996",,,"0",,"-824.5600000000002","14.499999999999815","1861.66","-470.8900000000002","839.06","-82.41",,"100.19999999999982","0","85.7"
Future Consumer Ltd,FCONSUMER,"FMCG - Foods","178.7883615","91.63","-54.74000000000001","-40.760000000000005","126.69","-56.34000000000001","-0.11","-35.06","405.67","6.030000000000001",,,"0",,"-328.95","-275.49","648.95","-334.98","53.46","-0.75",,"-243.28000000000003","0","32.21"
UMA Exports Ltd,UMAEXPORTS,"Agro Products","178.5159024","524.62","10.799999999999994","13.169999999999995","511.24","7.869999999999994","2.36","13.379999999999995","1493.18","9.14",,,"0",,"37.16000000000016","42.23000000000016","1450.61","28.02000000000016","5.07","8.29",,"42.570000000000164","0","0.34"
Paul Merchants Ltd,PML,"Consumer Finance","177.63326","1698.26","10.96000000000011","10.96000000000011","1686.1299999999999","8.45000000000011","82.04","12.13000000000011","7012.81","15.620000000000001",,,"0",,"59.6300000000004","59.6300000000004","6949.25","44.0100000000004",,"428.13",,"63.5600000000004","0","3.93"
Indianivesh Ltd,INDIANVSH,"Diversified Financials","176.93425","0.67","-2.02","-2.02","2.4899999999999998","-1.08","-0.29","-1.8199999999999998","3.17","-0.38999999999999996",,,"0",,"-3.31","-3.31","5.58","-2.92",,"-0.77",,"-2.41","0","0.9"
Atal Realtech Ltd,ATALREAL,"Construction & Engineering","176.80989",,,,,,,,"40.69","0.91",,,"0",,"3.0799999999999974","4.459999999999997","35.71","2.1699999999999973","1.38","1.47",,"4.979999999999997","0","0.52"
Competent Automobiles Company Ltd,COMPEAU,"Retail - Speciality","176.78969","459.15","12.709999999999997","17.659999999999997","438.27","9.049999999999997","14.72","20.879999999999995","1738.64","9.7",,,"0.024850894632206758",,"34.43000000000019","50.9400000000002","1668.36","24.730000000000192","16.51","40.24",,"70.2800000000002","1","19.34"
Akshar Spintex Ltd,AKSHAR,"Textiles","176.617935","38.13","1.6900000000000035","2.0900000000000034","34.97","3.4400000000000035","1.38","3.1600000000000037","137.92","-1.4300000000000002",,,"0",,"-4.190000000000016","-2.4700000000000166","136.12","-2.760000000000016","1.72","-1.11",,"1.799999999999983","0","4.27"
Intense Technologies Ltd,INTENTECH,"IT Services & Consulting","176.0058675","33.86","4.979999999999998","5.009999999999998","28.37","4.559999999999998","1.94","5.489999999999998","91.84","3.0999999999999996",,,"0.08532423208191126",,"16.84000000000001","17.08000000000001","73.21","13.74000000000001","0.24","5.86",,"18.63000000000001","0.5","1.55"
Surat Textile Mills Ltd,SURATEX,"Textiles","175.87503648","14.97","-0.9399999999999985","-0.9299999999999985","15.79","-1.0199999999999985","-0.04","-0.8199999999999985","94.01","0.7000000000000001",,,"0",,"63.13000000000001","63.16000000000001","30.44","62.43000000000001","0.03","2.67",,"63.57000000000001","0","0.41"
Alphageo (India) Ltd,ALPHAGEO,"Oil & Gas - Equipment & Services","175.572097695","15.58","-1.3100000000000003","-1.2400000000000002","13.06","-1.0300000000000002","-1.61","2.5199999999999996","90.05","4.86",,,"0.39158100832109644",,"17.86","18.32","59.19","13","0.46","20.43",,"30.86","8","12.54"
Mahalaxmi Rubtech Ltd,MHLXMIRU,"Textiles","175.500044375","76.33","3.1699999999999955","4.6299999999999955","69.56","2.4899999999999958","2.33","6.769999999999996","273.14","2.3699999999999997",,,"0",,"10.809999999999985","15.919999999999986","248.78","8.439999999999985","5.11","7.95",,"24.359999999999985","0","8.44"
J C T Ltd,JCTLTD,"Textiles","175.403188028","118.3","-39.44999999999999","-26.019999999999992","141.51","-39.44999999999999","-0.45","-23.209999999999994","653.08","0",,,"0",,"-85.35999999999996","-41.47999999999995","682.89","-85.35999999999996","43.88","-0.98",,"-29.809999999999945","0","11.67"
Bhagyanagar India Ltd,BHAGYANGR,"Electrical Components & Equipments","174.6927","663.8","8.299999999999937","13.739999999999936","648.48","5.8099999999999365","1.81","15.319999999999936","1847.52","4.35",,,"0",,"14.46999999999989","29.68999999999989","1811.9","10.11999999999989","15.22","3.17",,"35.61999999999989","0","5.93"
Ruchi Infrastructure Ltd,RUCHINFRA,"Agro Products","174.55657302","14.65","-2.539999999999999","-0.27999999999999936","10.69","-2.1399999999999992","-0.14","3.960000000000001","67.18","1.54",,,"0",,"2.8000000000000025","11.710000000000003","39.84","1.2600000000000025","8.91","-0.1",,"27.340000000000003","0","15.63"
BSL Ltd,BSL,"Textiles","173.4230308","119.04","5.690000000000002","10.640000000000002","105.87","3.7700000000000022","3.67","13.170000000000002","472.71","5.6499999999999995",,,"0.09129640900791236",,"22.559999999999953","41.37999999999995","420.47","16.909999999999954","18.82","16.43",,"52.23999999999995","1.5","10.86"
Lotus Eye Hospital and Institute Ltd,LOTUSEYE,"Hospitals & Diagnostic Centres","173.2334289","11.53","0.95","0.97","9.78","0.6499999999999999","0.31","1.75","48.19","1.5699999999999998",,,"0.2631578947368421",,"5.649999999999997","5.7499999999999964","39.46","4.0799999999999965","0.1","1.9",,"8.729999999999997","0.5","2.98"
Surani Steel Tubes Ltd,SURANI,"Building Products - Pipes","173.17702",,,,,,,,"123.81","0.3",,,"0",,"-1.4999999999999978","-0.3799999999999977","123.25","-1.7999999999999978","1.12","-2.16",,"0.5600000000000023","0","0.94"
IP Rings Ltd,IPRINGLTD,"Auto Parts","173.1523159","76.63","-1.8899999999999988","1.1900000000000013","71.21","-1.3299999999999987","-1.05","5.420000000000002","326.64","0.65",,,"0.7575757575757576",,"2.319999999999988","13.189999999999987","297.5","1.669999999999988","10.87","1.32",,"29.139999999999986","1","15.95"
GEE Ltd,GEE,"Industrial Machinery","173.109172026","106.12","4.420000000000007","6.510000000000007","98.44","2.900000000000007","1.11","7.680000000000007","324.6","4.529999999999999","13.36","244.75","0","10.27","19.61000000000005","25.34000000000005","8.159999999999975","15.08000000000005","5.73","5.802284019273745","18.56","29.50000000000005","0","4.16"
Mangalam Drugs and Organics Ltd,MANGALAM,"Pharmaceuticals","172.68618568","91.4","-5.6399999999999935","-2.2099999999999937","90.86","-4.379999999999994","-2.77","0.5400000000000063","372.69","0.94",,,"0",,"2.2199999999999793","14.96999999999998","346.73","1.2799999999999794","12.75","0.8",,"25.95999999999998","0","10.99"
Prima Plastics Ltd,PRIMAPLA,"Housewares","172.54237195","55.62","7.9599999999999955","9.289999999999996","43.71","6.179999999999995","5.61","11.909999999999997","198.17","3.81",,,"0.10359116022099447",,"19.729999999999993","24.299999999999994","166.57","15.919999999999993","4.57","14.48",,"31.599999999999994","1.5","7.3"
Sprayking Agro Equipment Ltd,SPRAYKING,"Agricultural & Farm Machinery","172.36319926","14.55","-0.039999999999999175","0.24000000000000085","14.09","-0.029999999999999173","-0.053999892000215995","0.46000000000000085","19.33","0.62",,,"0",,"2.3199999999999994","2.4299999999999993","16.79","1.6999999999999993","0.11","1.60795819308698",,"2.539999999999999","0","0.11"
Duncan Engineering Ltd,DUNCANENG,"Auto Parts","172.03032","18.84","2.8400000000000003","2.9200000000000004","15.52","2.1800000000000006","5.09","3.3200000000000003","71.58999999999999","3.0300000000000002","3.06","36.76","0.03729566094853687","0.37","12.939999999999989","13.099999999999989","4.770000000000003","9.90999999999999","0.16","26.812770562770535","12.06","14.56999999999999","1","1.47"
Ducon Infratechnologies Ltd,DUCON,"IT Services & Consulting","171.56070954","103.6","0.15000000000000124","1.4400000000000013","101.57","0.16000000000000125","0.01","2.030000000000001","396.14","1.55",,,"0",,"5.64999999999997","15.53999999999997","379.42","4.09999999999997","9.89","0.16",,"16.71999999999997","0","1.18"
Parshva Enterprises Ltd,PARSHVA,"Precious Metals, Jewellery & Watches","171.498966685","5.28","0.1000000000000001","0.1200000000000001","5.16","0.0800000000000001","0.07","0.1200000000000001","18.29","0.08","0.16","0","0","0.02","0.2899999999999993","0.3999999999999993","17.39","0.2099999999999993","0.11","0.20896044269364272","0.27","0.4499999999999993","0","0.05"
Modi Rubber Ltd,MODIRUBBER,"Tires & Rubber","171.15203622","11.96","3.980000000000001","4.090000000000001","7.33","3.210000000000001","1.29","4.630000000000001","58.82","3.75",,,"0",,"31.410000000000004","31.890000000000004","24.81","27.660000000000004","0.48","11.06",,"34.010000000000005","0","2.12"
Cosmic CRF Ltd,COSMICCRF,,"170.93879",,,,,,,,"121.49","2.27","1.51","108.13","0","0.5","8.679999999999993","11.279999999999992","-2.999999999999993","6.409999999999993","2.6","14.154797394280653","2.21","12.139999999999992","0","0.86"
Visa Steel Ltd,VISASTEEL,"Iron & Steel","170.7895125","108.17","-20.330000000000005","-13.050000000000004","109.4","-20.330000000000005","-1.76","-1.230000000000004","2407.05","0",,,"0",,"1660.2900000000004","1685.6600000000003","648.79","1660.2900000000004","25.37","143.39",,"1758.2600000000002","0","72.6"
Naga Dhunseri Group Ltd,NDGL,"Investment Banking & Brokerage","170.75","3.53","2.7499999999999996","2.7499999999999996","0.6399999999999999","2.7999999999999994","27.94","2.8899999999999997","74.17","1.1600000000000001",,,"0.0035501278046009654",,"71.59","71.59","2.08","70.43",,"704.2",,"72.09","2.5","0.5"
Deepak Spinners Ltd,DEEPAKSP,"Textiles","170.31612792","108.86","8.259999999999996","9.179999999999996","95.7","5.979999999999997","8.32","13.159999999999997","563.64","13.93","21.93","341.51","0.04483267647792462","45","54.020000000000046","56.90000000000005","9.929999999999957","40.090000000000046","2.88","55.762898769405105","72.36","72.91000000000005","2.5","16.01"
PNGS Gargi Fashion Jewellery Ltd,GARGI,,"170.27123305499998","7.21","1.8699999999999999","1.89","5.25","1.3399999999999999","1.4","1.96","28.820000000000004","1.65","4.4","19.77","0","0.01","6.330000000000005","6.530000000000006","-3.070000000000001","4.680000000000005","0.2","9.69345183509161","1","6.710000000000005","0","0.18"
Robust Hotels Ltd,RHL,"Hotels, Resorts & Cruise Lines","170.15028864","30.36","0.509999999999998","4.579999999999998","20.96","-14.810000000000002","-8.56","9.399999999999999","110.21","-58.47",,,"0",,"-3.1500000000000057","14.489999999999995","78.39","55.31999999999999","17.64","31.99",,"31.819999999999993","0","17.33"
Alphalogic Techsys Ltd,ALPHALOGIC,"Software Services","169.985563979","8.71","1.7500000000000007","1.9100000000000006","6.78","1.3200000000000007","0.37","1.9300000000000006","22.97","2.05",,,"0",,"5.469999999999997","5.9899999999999975","16.87","3.4199999999999973","0.52","1.19",,"6.099999999999998","0","0.11"
